date,l_ipn,r_asn,f
2006-08-19,6,13767,1
2006-08-19,6,16306,2
2006-08-19,6,21844,2
2006-08-19,7,38,2
2006-08-19,7,87,2
2006-08-19,7,209,1
2006-08-19,7,1659,2
2006-08-19,7,2152,2
2006-08-19,7,2828,2
2006-08-19,7,3356,1
2006-08-19,7,3701,2
2006-08-19,7,4130,2
2006-08-19,7,4766,6
2006-08-19,7,6461,33
2006-08-19,7,8070,3
2006-08-19,7,8180,5
2006-08-19,7,8220,1
2006-08-19,7,9156,6
2006-08-19,7,10763,3
2006-08-19,7,10849,2
2006-08-19,7,11479,35
2006-08-19,7,12182,39
2006-08-19,7,13609,2
2006-08-19,7,14743,31
2006-08-19,7,15169,63
2006-08-19,7,18924,48
2006-08-19,7,19024,2
2006-08-19,7,19292,6
2006-08-19,7,21844,18
2006-08-19,7,29668,3
2006-08-19,7,30315,2
2006-08-19,7,30380,3
2006-08-19,7,36856,14
2006-08-19,8,1659,349
2006-08-19,8,2152,1
2006-08-19,8,4766,1
2006-08-19,8,8075,2
2006-08-19,8,9318,163
2006-08-19,8,15169,4
2006-08-19,9,2152,1
2006-08-19,9,8070,1
2006-08-19,9,8075,2
2006-08-20,0,209,2
2006-08-20,0,1781,1
2006-08-20,0,2501,1
2006-08-20,0,2856,1
2006-08-20,0,3320,2
2006-08-20,0,3561,12
2006-08-20,0,3671,15
2006-08-20,0,4134,4
2006-08-20,0,4766,1
2006-08-20,0,4837,4
2006-08-20,0,6197,1
2006-08-20,0,6327,1
2006-08-20,0,7132,11
2006-08-20,0,8343,171
2006-08-20,0,8514,1
2006-08-20,0,9121,2
2006-08-20,0,9304,169
2006-08-20,0,9371,1
2006-08-20,0,9800,1
2006-08-20,0,9806,1
2006-08-20,0,11707,1
2006-08-20,0,12479,1
2006-08-20,0,12946,1
2006-08-20,0,13462,38
2006-08-20,0,17799,1
2006-08-20,0,19169,412
2006-08-20,0,20938,1
2006-08-20,0,22927,1
2006-08-20,0,24638,1
2006-08-20,0,24940,2
2006-08-20,0,29863,1
2006-08-20,0,30315,2
2006-08-20,0,30776,1
2006-08-20,1,1659,2
2006-08-20,1,1668,1
2006-08-20,1,2108,2045
2006-08-20,1,2501,7
2006-08-20,1,3265,1564
2006-08-20,1,3307,2083
2006-08-20,1,3320,2
2006-08-20,1,3561,29
2006-08-20,1,3786,1
2006-08-20,1,4134,8
2006-08-20,1,4515,1
2006-08-20,1,4766,1
2006-08-20,1,4788,1
2006-08-20,1,4837,1
2006-08-20,1,6128,1
2006-08-20,1,6197,2
2006-08-20,1,6461,3
2006-08-20,1,7046,2
2006-08-20,1,8514,1
2006-08-20,1,8708,2
2006-08-20,1,9304,169
2006-08-20,1,9371,1
2006-08-20,1,9768,2
2006-08-20,1,9800,1
2006-08-20,1,11457,1
2006-08-20,1,13407,2
2006-08-20,1,14576,1
2006-08-20,1,14778,6
2006-08-20,1,15169,5
2006-08-20,1,15837,86
2006-08-20,1,17813,3
2006-08-20,1,18566,2
2006-08-20,1,21840,2
2006-08-20,1,21844,2
2006-08-20,1,24589,2
2006-08-20,1,24940,2
2006-08-20,1,30315,2
2006-08-20,1,33438,2087
2006-08-20,1,40028,1
2006-08-20,2,3,1
2006-08-20,2,1312,82
2006-08-20,2,3320,2
2006-08-20,2,3561,6
2006-08-20,2,4323,8
2006-08-20,2,6366,1
2006-08-20,2,6461,1
2006-08-20,2,6478,12
2006-08-20,2,7018,144
2006-08-20,2,7132,6
2006-08-20,2,7377,78
2006-08-20,2,8514,1
2006-08-20,2,9304,28
2006-08-20,2,9371,1
2006-08-20,2,9800,1
2006-08-20,2,11939,22
2006-08-20,2,12182,14
2006-08-20,2,15169,12
2006-08-20,2,19262,8
2006-08-20,2,19318,1
2006-08-20,2,19918,145
2006-08-20,2,21840,1
2006-08-20,2,24940,2
2006-08-20,2,29863,4
2006-08-20,2,30099,8
2006-08-20,2,30315,2
2006-08-20,2,33260,8
2006-08-20,2,33650,142
2006-08-20,2,33651,11
2006-08-20,3,2501,2
2006-08-20,3,3320,2
2006-08-20,3,4134,3
2006-08-20,3,6197,1
2006-08-20,3,7796,1
2006-08-20,3,8343,2
2006-08-20,3,8514,2
2006-08-20,3,9304,1
2006-08-20,3,9371,2
2006-08-20,3,9768,1
2006-08-20,3,9800,1
2006-08-20,3,9803,1
2006-08-20,3,13407,2
2006-08-20,3,18566,2
2006-08-20,3,21840,2
2006-08-20,3,21844,1
2006-08-20,3,24940,4
2006-08-20,3,30315,3
2006-08-20,3,40028,1
2006-08-20,4,2501,7
2006-08-20,4,3320,2
2006-08-20,4,3729,12
2006-08-20,4,4134,2
2006-08-20,4,4323,1
2006-08-20,4,6428,1
2006-08-20,4,7132,15
2006-08-20,4,8514,1
2006-08-20,4,9304,169
2006-08-20,4,9371,1
2006-08-20,4,9800,1
2006-08-20,4,14778,13
2006-08-20,4,24940,2
2006-08-20,4,29895,95
2006-08-20,4,30315,2
2006-08-20,4,31976,87
2006-08-20,5,2152,6
2006-08-20,5,2501,1
2006-08-20,5,3320,1
2006-08-20,5,3561,1
2006-08-20,5,4134,1
2006-08-20,5,4837,1
2006-08-20,5,6197,2
2006-08-20,5,7796,1
2006-08-20,5,8070,6
2006-08-20,5,8075,4
2006-08-20,5,8514,1
2006-08-20,5,9304,1
2006-08-20,5,9371,1
2006-08-20,5,9768,2
2006-08-20,5,9800,1
2006-08-20,5,13407,2
2006-08-20,5,13867,2
2006-08-20,5,18566,2
2006-08-20,5,21840,1
2006-08-20,5,21844,1
2006-08-20,5,24940,4
2006-08-20,5,26458,1
2006-08-20,5,30315,2
2006-08-20,5,40028,1
2006-08-20,6,2501,1
2006-08-20,6,3320,3
2006-08-20,6,4134,3
2006-08-20,6,4812,6
2006-08-20,6,6197,2
2006-08-20,6,7796,1
2006-08-20,6,8514,2
2006-08-20,6,9269,1
2006-08-20,6,9304,1
2006-08-20,6,9371,2
2006-08-20,6,9768,2
2006-08-20,6,9800,1
2006-08-20,6,13407,2
2006-08-20,6,17785,1
2006-08-20,6,18566,2
2006-08-20,6,21840,2
2006-08-20,6,24940,4
2006-08-20,6,30315,2
2006-08-20,6,40028,1
2006-08-20,7,174,13
2006-08-20,7,271,2
2006-08-20,7,701,3
2006-08-20,7,2152,31
2006-08-20,7,3561,2
2006-08-20,7,3701,2
2006-08-20,7,6432,12
2006-08-20,7,8070,1
2006-08-20,7,8075,2
2006-08-20,7,9156,5
2006-08-20,7,9194,1
2006-08-20,7,9768,2
2006-08-20,7,10763,2
2006-08-20,7,11486,2
2006-08-20,7,12222,9
2006-08-20,7,13407,2
2006-08-20,7,13462,3
2006-08-20,7,15169,45
2006-08-20,7,18924,48
2006-08-20,7,21844,15
2006-08-20,7,23342,6
2006-08-20,7,25751,8
2006-08-20,7,30099,5
2006-08-20,7,30380,17
2006-08-20,7,33070,40
2006-08-20,7,36856,12
2006-08-20,8,209,23
2006-08-20,8,553,3
2006-08-20,8,1267,57
2006-08-20,8,1668,4
2006-08-20,8,2152,72
2006-08-20,8,3561,11
2006-08-20,8,3701,1
2006-08-20,8,4266,11
2006-08-20,8,5662,14
2006-08-20,8,6140,11
2006-08-20,8,7018,8
2006-08-20,8,8001,11
2006-08-20,8,8070,13
2006-08-20,8,8075,19
2006-08-20,8,9768,1
2006-08-20,8,10933,1
2006-08-20,8,12168,1
2006-08-20,8,12552,11
2006-08-20,8,13890,11
2006-08-20,8,15169,152
2006-08-20,8,15965,1
2006-08-20,8,17055,2
2006-08-20,8,17374,13
2006-08-20,8,20940,1
2006-08-20,8,22205,11
2006-08-20,8,22822,22
2006-08-20,8,22982,11
2006-08-20,8,27357,4
2006-08-20,8,30687,1
2006-08-20,8,33554,11
2006-08-20,8,36856,4
2006-08-20,9,2152,1
2006-08-20,9,8070,3
2006-08-21,0,209,1
2006-08-21,0,1239,1
2006-08-21,0,2914,1
2006-08-21,0,3320,520
2006-08-21,0,3462,1
2006-08-21,0,3495,1
2006-08-21,0,3561,33
2006-08-21,0,3671,11
2006-08-21,0,4134,3
2006-08-21,0,4812,1
2006-08-21,0,6147,1
2006-08-21,0,6432,2
2006-08-21,0,6461,1
2006-08-21,0,6724,1
2006-08-21,0,6739,2
2006-08-21,0,6939,1
2006-08-21,0,6993,2
2006-08-21,0,7455,2
2006-08-21,0,8075,1
2006-08-21,0,8402,1
2006-08-21,0,9121,2
2006-08-21,0,9498,1
2006-08-21,0,9806,1
2006-08-21,0,12424,1
2006-08-21,0,13462,43
2006-08-21,0,13867,1
2006-08-21,0,15802,1
2006-08-21,0,17881,1
2006-08-21,0,18302,7
2006-08-21,0,24940,3416
2006-08-21,0,26085,5
2006-08-21,0,26101,3
2006-08-21,0,27699,1
2006-08-21,0,29550,5
2006-08-21,0,29791,1
2006-08-21,0,30222,3
2006-08-21,0,33287,2
2006-08-21,0,33657,1
2006-08-21,0,33724,1
2006-08-21,0,34224,1
2006-08-21,0,36727,1
2006-08-21,1,680,1
2006-08-21,1,1221,1
2006-08-21,1,1668,2
2006-08-21,1,2108,1464
2006-08-21,1,2200,2
2006-08-21,1,3307,1647
2006-08-21,1,3320,1074
2006-08-21,1,3561,48
2006-08-21,1,3741,2
2006-08-21,1,4134,3
2006-08-21,1,4323,1
2006-08-21,1,4621,1
2006-08-21,1,4750,2
2006-08-21,1,4766,8
2006-08-21,1,4837,2
2006-08-21,1,6327,3
2006-08-21,1,6461,1
2006-08-21,1,6805,1
2006-08-21,1,6855,1
2006-08-21,1,6867,1
2006-08-21,1,7046,1
2006-08-21,1,7132,1
2006-08-21,1,7455,1
2006-08-21,1,8376,1
2006-08-21,1,8402,1
2006-08-21,1,9277,1
2006-08-21,1,9808,1
2006-08-21,1,11486,4
2006-08-21,1,12386,1
2006-08-21,1,14778,6
2006-08-21,1,14780,1
2006-08-21,1,15270,2
2006-08-21,1,17813,2
2006-08-21,1,18302,100
2006-08-21,1,22884,2
2006-08-21,1,24940,3416
2006-08-21,1,29550,1
2006-08-21,1,30380,2
2006-08-21,1,33438,1786
2006-08-21,1,33650,1
2006-08-21,2,16,1
2006-08-21,2,52,89
2006-08-21,2,81,3
2006-08-21,2,104,1
2006-08-21,2,1312,83
2006-08-21,2,2152,1
2006-08-21,2,3320,293
2006-08-21,2,3388,8
2006-08-21,2,3561,7
2006-08-21,2,4323,12
2006-08-21,2,4983,30
2006-08-21,2,5650,140
2006-08-21,2,6478,3
2006-08-21,2,7018,142
2006-08-21,2,7132,19
2006-08-21,2,7377,83
2006-08-21,2,7847,6
2006-08-21,2,8402,1
2006-08-21,2,11414,16
2006-08-21,2,15169,2
2006-08-21,2,15965,1
2006-08-21,2,18302,7
2006-08-21,2,19181,1
2006-08-21,2,19262,34
2006-08-21,2,19306,5
2006-08-21,2,19918,359
2006-08-21,2,24940,2451
2006-08-21,2,30099,8
2006-08-21,2,33260,4
2006-08-21,2,33650,75
2006-08-21,2,33651,27
2006-08-21,3,3320,1
2006-08-21,3,4713,5
2006-08-21,3,4750,4
2006-08-21,3,4766,5
2006-08-21,3,7455,5
2006-08-21,3,8402,1
2006-08-21,3,9808,1
2006-08-21,3,18302,1
2006-08-21,3,24940,1
2006-08-21,3,29550,2
2006-08-21,4,3320,1060
2006-08-21,4,3561,8
2006-08-21,4,7132,212
2006-08-21,4,7455,1
2006-08-21,4,8402,1
2006-08-21,4,14778,6
2006-08-21,4,18302,2
2006-08-21,4,22855,34
2006-08-21,4,23342,4
2006-08-21,4,24940,3141
2006-08-21,4,29550,1
2006-08-21,4,31976,85
2006-08-21,4,33651,691
2006-08-21,5,2152,4
2006-08-21,5,3320,1
2006-08-21,5,3561,1
2006-08-21,5,4134,1
2006-08-21,5,4713,2
2006-08-21,5,4750,3
2006-08-21,5,4766,2
2006-08-21,5,4837,1
2006-08-21,5,7132,2
2006-08-21,5,7455,4
2006-08-21,5,8070,6
2006-08-21,5,8075,4
2006-08-21,5,8402,2
2006-08-21,5,13867,2
2006-08-21,5,18302,1
2006-08-21,5,21844,2
2006-08-21,5,24940,2
2006-08-21,5,29550,5
2006-08-21,6,3320,2
2006-08-21,6,4713,2
2006-08-21,6,4750,1
2006-08-21,6,4766,2
2006-08-21,6,4812,1
2006-08-21,6,4837,1
2006-08-21,6,7455,2
2006-08-21,6,8402,2
2006-08-21,6,9808,1
2006-08-21,6,18302,3
2006-08-21,6,24940,2
2006-08-21,6,29550,5
2006-08-21,7,174,3
2006-08-21,7,209,18
2006-08-21,7,2152,8
2006-08-21,7,3701,2
2006-08-21,7,8070,4
2006-08-21,7,8075,2
2006-08-21,7,9156,8
2006-08-21,7,11486,1
2006-08-21,7,11944,1
2006-08-21,7,12182,3
2006-08-21,7,13601,3
2006-08-21,7,14744,61
2006-08-21,7,15169,34
2006-08-21,7,15965,1
2006-08-21,7,18924,46
2006-08-21,7,19271,2
2006-08-21,7,21844,15
2006-08-21,7,25751,3
2006-08-21,7,36856,15
2006-08-21,8,3,2
2006-08-21,8,25,7
2006-08-21,8,1668,4
2006-08-21,8,2152,16
2006-08-21,8,2914,18
2006-08-21,8,3561,2
2006-08-21,8,3701,1
2006-08-21,8,3851,3
2006-08-21,8,5511,1
2006-08-21,8,5662,8
2006-08-21,8,5957,1
2006-08-21,8,6939,4
2006-08-21,8,6994,3
2006-08-21,8,7132,2
2006-08-21,8,8070,10
2006-08-21,8,8075,10
2006-08-21,8,9583,1
2006-08-21,8,10439,1
2006-08-21,8,10933,1
2006-08-21,8,11305,7
2006-08-21,8,13640,18
2006-08-21,8,13767,12
2006-08-21,8,14425,8
2006-08-21,8,14744,2
2006-08-21,8,14750,2
2006-08-21,8,15169,505
2006-08-21,8,19029,6
2006-08-21,8,21708,4
2006-08-21,8,21844,7
2006-08-21,8,21910,5
2006-08-21,8,22822,2
2006-08-21,8,26228,3
2006-08-21,8,26238,2
2006-08-21,8,29854,3
2006-08-21,8,30315,20
2006-08-21,8,31312,1
2006-08-21,8,32613,1339
2006-08-21,8,35845,1
2006-08-21,8,36856,4
2006-08-21,9,2152,2
2006-08-21,9,8070,6
2006-08-22,0,209,1
2006-08-22,0,2152,1
2006-08-22,0,2914,2
2006-08-22,0,3356,168
2006-08-22,0,3462,1
2006-08-22,0,3561,24
2006-08-22,0,3671,7
2006-08-22,0,4134,8
2006-08-22,0,4513,1
2006-08-22,0,4538,3
2006-08-22,0,4837,4
2006-08-22,0,4977,2
2006-08-22,0,5617,1
2006-08-22,0,6432,1
2006-08-22,0,6461,1
2006-08-22,0,6478,2
2006-08-22,0,6539,1
2006-08-22,0,6724,1
2006-08-22,0,6939,1
2006-08-22,0,7018,18
2006-08-22,0,7738,1
2006-08-22,0,8075,1
2006-08-22,0,8402,2371
2006-08-22,0,8560,1
2006-08-22,0,9121,2
2006-08-22,0,9506,1
2006-08-22,0,10197,1
2006-08-22,0,11351,1
2006-08-22,0,12832,1
2006-08-22,0,13462,43
2006-08-22,0,19296,1
2006-08-22,0,20799,1
2006-08-22,0,26085,1
2006-08-22,0,29571,1
2006-08-22,0,32632,1
2006-08-22,0,33379,1
2006-08-22,1,1221,1
2006-08-22,1,1241,34
2006-08-22,1,1668,1
2006-08-22,1,1781,2
2006-08-22,1,2108,2170
2006-08-22,1,2852,2
2006-08-22,1,2914,4
2006-08-22,1,3269,1
2006-08-22,1,3307,2397
2006-08-22,1,3356,168
2006-08-22,1,3561,15
2006-08-22,1,4134,13
2006-08-22,1,4538,62
2006-08-22,1,4609,3
2006-08-22,1,4621,1
2006-08-22,1,4750,1
2006-08-22,1,4837,2
2006-08-22,1,6400,3
2006-08-22,1,6461,1
2006-08-22,1,6478,3
2006-08-22,1,6746,2
2006-08-22,1,7016,1
2006-08-22,1,7018,18
2006-08-22,1,7046,1
2006-08-22,1,8253,13
2006-08-22,1,8376,3
2006-08-22,1,8402,1136
2006-08-22,1,8560,1
2006-08-22,1,9318,1
2006-08-22,1,9394,2
2006-08-22,1,9908,1
2006-08-22,1,10154,1
2006-08-22,1,10197,1
2006-08-22,1,11456,2
2006-08-22,1,11486,5
2006-08-22,1,12832,1
2006-08-22,1,13601,2
2006-08-22,1,14778,14
2006-08-22,1,15201,1
2006-08-22,1,17676,1
2006-08-22,1,17785,1
2006-08-22,1,17813,2
2006-08-22,1,17820,1
2006-08-22,1,17974,1
2006-08-22,1,19094,2
2006-08-22,1,29550,1
2006-08-22,1,32632,1
2006-08-22,1,33438,2440
2006-08-22,1,33650,14
2006-08-22,2,52,114
2006-08-22,2,209,1
2006-08-22,2,226,1
2006-08-22,2,1312,168
2006-08-22,2,2914,2
2006-08-22,2,3356,169
2006-08-22,2,3557,1
2006-08-22,2,3561,8
2006-08-22,2,4134,1
2006-08-22,2,4181,1
2006-08-22,2,4323,4
2006-08-22,2,4983,33
2006-08-22,2,5650,139
2006-08-22,2,6364,3
2006-08-22,2,6478,8
2006-08-22,2,7018,146
2006-08-22,2,7132,8
2006-08-22,2,7377,152
2006-08-22,2,7545,2
2006-08-22,2,8402,2388
2006-08-22,2,8560,1
2006-08-22,2,10197,1
2006-08-22,2,11414,39
2006-08-22,2,12832,1
2006-08-22,2,15169,21
2006-08-22,2,18530,3
2006-08-22,2,19262,10
2006-08-22,2,19318,1
2006-08-22,2,19918,381
2006-08-22,2,29863,4
2006-08-22,2,30099,12
2006-08-22,2,32632,1
2006-08-22,2,33260,4
2006-08-22,2,33650,14
2006-08-22,2,33651,43
2006-08-22,3,2914,4
2006-08-22,3,3269,1
2006-08-22,3,3356,1
2006-08-22,3,4134,10
2006-08-22,3,4538,54
2006-08-22,3,4750,1
2006-08-22,3,6478,2
2006-08-22,3,6746,3
2006-08-22,3,7018,2
2006-08-22,3,7545,2
2006-08-22,3,8560,2
2006-08-22,3,9394,1
2006-08-22,3,9803,2
2006-08-22,3,10197,1
2006-08-22,3,12832,2
2006-08-22,3,13601,1
2006-08-22,3,15965,1
2006-08-22,3,17676,1
2006-08-22,3,19094,4
2006-08-22,3,21844,2
2006-08-22,3,32632,1
2006-08-22,4,174,133
2006-08-22,4,2914,2
2006-08-22,4,3356,169
2006-08-22,4,3561,18
2006-08-22,4,4134,2
2006-08-22,4,4323,1
2006-08-22,4,4538,1
2006-08-22,4,6428,1
2006-08-22,4,6478,2
2006-08-22,4,7018,16
2006-08-22,4,7132,240
2006-08-22,4,7545,2
2006-08-22,4,8402,2375
2006-08-22,4,8560,1
2006-08-22,4,10197,1
2006-08-22,4,12832,1
2006-08-22,4,14778,4
2006-08-22,4,17676,1
2006-08-22,4,22855,96
2006-08-22,4,23342,5
2006-08-22,4,29550,3
2006-08-22,4,29895,120
2006-08-22,4,31976,80
2006-08-22,4,32632,1
2006-08-22,4,33651,729
2006-08-22,4,36561,1
2006-08-22,5,2152,5
2006-08-22,5,2914,4
2006-08-22,5,3269,1
2006-08-22,5,3356,1
2006-08-22,5,3561,1
2006-08-22,5,4134,18
2006-08-22,5,4538,46
2006-08-22,5,4750,1
2006-08-22,5,6478,1
2006-08-22,5,7545,2
2006-08-22,5,8070,4
2006-08-22,5,8075,5
2006-08-22,5,8560,1
2006-08-22,5,10197,1
2006-08-22,5,12832,2
2006-08-22,5,13601,2
2006-08-22,5,13867,2
2006-08-22,5,17676,1
2006-08-22,5,19094,6
2006-08-22,5,32632,2
2006-08-22,6,2914,3
2006-08-22,6,3269,1
2006-08-22,6,3356,1
2006-08-22,6,4134,23
2006-08-22,6,4538,79
2006-08-22,6,4750,1
2006-08-22,6,6478,1
2006-08-22,6,7545,1
2006-08-22,6,8560,2
2006-08-22,6,10197,1
2006-08-22,6,12832,1
2006-08-22,6,13601,2
2006-08-22,6,17676,1
2006-08-22,6,19094,1
2006-08-22,6,32632,2
2006-08-22,7,714,13
2006-08-22,7,1668,6
2006-08-22,7,2152,42
2006-08-22,7,3269,1
2006-08-22,7,3561,11
2006-08-22,7,3701,2
2006-08-22,7,3911,3
2006-08-22,7,6939,2
2006-08-22,7,8070,1
2006-08-22,7,8075,2
2006-08-22,7,9156,3
2006-08-22,7,10763,2
2006-08-22,7,10912,8
2006-08-22,7,12179,1
2006-08-22,7,12182,3
2006-08-22,7,14744,3
2006-08-22,7,14780,135
2006-08-22,7,15169,19
2006-08-22,7,15418,1
2006-08-22,7,17785,2
2006-08-22,7,18924,48
2006-08-22,7,19306,33
2006-08-22,7,20940,27
2006-08-22,7,21844,94
2006-08-22,7,22747,68
2006-08-22,7,26101,10
2006-08-22,7,30060,2
2006-08-22,7,36856,8
2006-08-22,8,31,2
2006-08-22,8,702,2
2006-08-22,8,1668,12
2006-08-22,8,1680,15
2006-08-22,8,2152,20
2006-08-22,8,2506,1
2006-08-22,8,3561,15
2006-08-22,8,3701,1
2006-08-22,8,5417,12
2006-08-22,8,5650,27
2006-08-22,8,5662,35
2006-08-22,8,5731,4
2006-08-22,8,5744,514
2006-08-22,8,7018,8
2006-08-22,8,8070,2
2006-08-22,8,8137,18
2006-08-22,8,8342,78
2006-08-22,8,9583,925
2006-08-22,8,9924,112
2006-08-22,8,10343,155
2006-08-22,8,10763,2
2006-08-22,8,11078,2
2006-08-22,8,13680,13
2006-08-22,8,15169,402
2006-08-22,8,17785,1
2006-08-22,8,19916,3
2006-08-22,8,20940,4
2006-08-22,8,21844,6
2006-08-22,8,30315,3
2006-08-22,8,30380,37
2006-08-22,8,30447,12
2006-08-22,8,36856,4
2006-08-22,9,174,2
2006-08-22,9,2152,7
2006-08-22,9,3561,6
2006-08-22,9,6453,1
2006-08-22,9,8070,3
2006-08-22,9,10912,18
2006-08-22,9,11266,91
2006-08-22,9,11486,2
2006-08-22,9,11922,2
2006-08-22,9,12147,3
2006-08-22,9,12182,5
2006-08-22,9,14829,4
2006-08-22,9,15169,636
2006-08-22,9,20940,8
2006-08-22,9,23287,2
2006-08-22,9,29720,2
2006-08-22,9,29873,7
2006-08-22,9,33322,1
2006-08-22,9,36856,4
2006-08-23,0,209,2
2006-08-23,0,1680,1
2006-08-23,0,1916,1
2006-08-23,0,2116,1
2006-08-23,0,2854,1
2006-08-23,0,2914,1
2006-08-23,0,3209,1
2006-08-23,0,3249,1
2006-08-23,0,3269,8
2006-08-23,0,3320,1
2006-08-23,0,3356,1
2006-08-23,0,3462,1
2006-08-23,0,3561,34
2006-08-23,0,3671,12
2006-08-23,0,4230,3
2006-08-23,0,4538,2
2006-08-23,0,4544,1
2006-08-23,0,4755,1
2006-08-23,0,4795,1
2006-08-23,0,4837,2
2006-08-23,0,6147,1
2006-08-23,0,6432,2
2006-08-23,0,6461,1
2006-08-23,0,6478,2
2006-08-23,0,6724,1
2006-08-23,0,6939,2
2006-08-23,0,7132,1
2006-08-23,0,7535,1
2006-08-23,0,7738,1
2006-08-23,0,8113,1
2006-08-23,0,8151,1
2006-08-23,0,9050,1
2006-08-23,0,9824,1
2006-08-23,0,11814,1
2006-08-23,0,13462,44
2006-08-23,0,13867,2
2006-08-23,0,14501,1
2006-08-23,0,15395,1
2006-08-23,0,17228,1
2006-08-23,0,17676,1
2006-08-23,0,17870,2
2006-08-23,0,22291,1
2006-08-23,0,22927,2
2006-08-23,0,23522,1
2006-08-23,0,23850,1
2006-08-23,0,24138,1
2006-08-23,0,24679,101
2006-08-23,0,25994,1
2006-08-23,0,28573,2
2006-08-23,0,29170,1
2006-08-23,0,29339,575
2006-08-23,0,29717,1
2006-08-23,0,30380,1
2006-08-23,1,2108,3407
2006-08-23,1,3269,103
2006-08-23,1,3307,3438
2006-08-23,1,3561,6
2006-08-23,1,4134,2
2006-08-23,1,4621,1
2006-08-23,1,4657,1
2006-08-23,1,4755,2
2006-08-23,1,4788,1
2006-08-23,1,4812,4
2006-08-23,1,5617,1
2006-08-23,1,6128,1
2006-08-23,1,6197,2
2006-08-23,1,6461,2
2006-08-23,1,6478,2
2006-08-23,1,7046,3
2006-08-23,1,7132,3
2006-08-23,1,7545,1
2006-08-23,1,7575,13
2006-08-23,1,7629,1
2006-08-23,1,8075,6
2006-08-23,1,8376,1
2006-08-23,1,8764,1
2006-08-23,1,9121,2
2006-08-23,1,9277,1
2006-08-23,1,9800,1
2006-08-23,1,9929,1
2006-08-23,1,12271,2
2006-08-23,1,12968,2
2006-08-23,1,14501,1
2006-08-23,1,14778,10
2006-08-23,1,14780,1
2006-08-23,1,17858,1
2006-08-23,1,18809,1
2006-08-23,1,24600,2
2006-08-23,1,24679,101
2006-08-23,1,25022,1
2006-08-23,1,29255,1
2006-08-23,1,29339,2
2006-08-23,1,33438,3441
2006-08-23,1,33588,1
2006-08-23,2,52,31
2006-08-23,2,81,1
2006-08-23,2,209,37
2006-08-23,2,1312,83
2006-08-23,2,2152,1
2006-08-23,2,2637,1
2006-08-23,2,3269,4
2006-08-23,2,3462,2
2006-08-23,2,3561,15
2006-08-23,2,4323,8
2006-08-23,2,4983,6
2006-08-23,2,5650,185
2006-08-23,2,5739,1
2006-08-23,2,6478,8
2006-08-23,2,7018,149
2006-08-23,2,7132,5
2006-08-23,2,7377,75
2006-08-23,2,11414,14
2006-08-23,2,14501,1
2006-08-23,2,15169,4
2006-08-23,2,19262,11
2006-08-23,2,19306,3
2006-08-23,2,19918,514
2006-08-23,2,24679,101
2006-08-23,2,27596,2
2006-08-23,2,29339,2
2006-08-23,2,29863,4
2006-08-23,2,30099,12
2006-08-23,2,33260,16
2006-08-23,2,33650,11
2006-08-23,2,33651,20
2006-08-23,3,3269,14
2006-08-23,3,4181,2
2006-08-23,3,4837,1
2006-08-23,3,6197,1
2006-08-23,3,6478,2
2006-08-23,3,7629,1
2006-08-23,3,12271,2
2006-08-23,3,14501,2
2006-08-23,3,17839,5
2006-08-23,3,21844,1
2006-08-23,3,24679,1
2006-08-23,3,29339,2
2006-08-23,3,33650,16
2006-08-23,4,3269,8
2006-08-23,4,3561,6
2006-08-23,4,6428,1
2006-08-23,4,6478,7
2006-08-23,4,7132,6
2006-08-23,4,14501,1
2006-08-23,4,14777,2
2006-08-23,4,14780,2
2006-08-23,4,22855,14
2006-08-23,4,23342,3
2006-08-23,4,24679,97
2006-08-23,4,29339,3
2006-08-23,4,31976,83
2006-08-23,4,33651,193
2006-08-23,4,36017,2
2006-08-23,4,36561,1
2006-08-23,5,209,1
2006-08-23,5,2152,4
2006-08-23,5,3269,13
2006-08-23,5,3561,1
2006-08-23,5,4134,2
2006-08-23,5,4812,3
2006-08-23,5,6197,6
2006-08-23,5,8070,7
2006-08-23,5,8075,3
2006-08-23,5,9394,1
2006-08-23,5,12271,2
2006-08-23,5,13867,2
2006-08-23,5,14501,2
2006-08-23,5,17839,4
2006-08-23,5,21844,1
2006-08-23,5,24679,1
2006-08-23,5,29339,1
2006-08-23,5,33650,26
2006-08-23,6,2152,4
2006-08-23,6,3269,13
2006-08-23,6,4134,3
2006-08-23,6,4812,4
2006-08-23,6,4837,6
2006-08-23,6,6197,6
2006-08-23,6,6478,1
2006-08-23,6,6746,1
2006-08-23,6,7629,1
2006-08-23,6,9394,1
2006-08-23,6,9929,1
2006-08-23,6,12271,2
2006-08-23,6,14501,2
2006-08-23,6,17839,5
2006-08-23,6,21844,1
2006-08-23,6,24679,2
2006-08-23,6,26101,3
2006-08-23,6,29339,1
2006-08-23,6,36752,1
2006-08-23,7,41,31
2006-08-23,7,127,6
2006-08-23,7,217,2
2006-08-23,7,852,19
2006-08-23,7,1239,19
2006-08-23,7,2152,39
2006-08-23,7,2914,8
2006-08-23,7,3130,2
2006-08-23,7,3269,1
2006-08-23,7,3333,1
2006-08-23,7,3356,8
2006-08-23,7,3561,15
2006-08-23,7,3598,1
2006-08-23,7,3701,2
2006-08-23,7,4264,3
2006-08-23,7,5067,8
2006-08-23,7,6432,22
2006-08-23,7,8070,4
2006-08-23,7,8075,16
2006-08-23,7,8560,3
2006-08-23,7,9156,9
2006-08-23,7,10745,8
