Date,Game,Earnings,Players,Tournaments
3/1/2017,Super Smash Bros. Melee,84936.02,124,37
3/1/2017,Dota 2,65944,120,13
3/1/2017,Super Smash Bros. for Wii U,58865.05,109,25
3/1/2017,SMITE,45000,30,1
3/1/2017,Street Fighter V,35424.09,25,4
3/1/2017,StarCraft: Brood War,31255,19,4
3/1/2017,Killer Instinct (2013),30000,32,1
3/1/2017,Rocket League,18898.88,99,49
3/1/2017,CrossFire,15500,25,2
3/1/2017,WarCraft III,12911.46,44,19
3/1/2017,Old School Runescape,10000,1,1
3/1/2017,Mortal Kombat XL,9962.4,3,1
3/1/2017,FIFA 17,4500,3,1
3/1/2017,Brawlhalla,3500,34,5
3/1/2017,Paladins,2762.75,36,6
3/1/2017,Vainglory,2500,11,1
3/1/2017,iRacing.com,2445.99,126,3
3/1/2017,Age of Empires II,2248,13,4
3/1/2017,Project M,2197.68,16,2
3/1/2017,Rainbow Six Siege,2134.8,10,1
3/1/2017,Chess.com,1400,7,1
3/1/2017,Battlerite,1170.24,6,5
3/1/2017,Team Fortress 2,893.82,36,2
3/1/2017,Super Smash Bros.,700,8,1
3/1/2017,TrackMania 2: Stadium,427.69,22,1
3/1/2017,Project Cars,226,1,4
3/1/2017,NHL '94,225,3,1
3/1/2017,Gwent,200,3,1
3/1/2017,Age of Empires III,150,2,2
3/1/2017,Quake Live,78.06,4,3
3/1/2017,Yu-Gi-Oh! Duel Links,38.74,6,4
4/1/2017,Dota 2,3800394.59,319,19
4/1/2017,League of Legends,1870263.04,659,27
4/1/2017,Counter-Strike: Global Offensive,986212.67,1342,85
4/1/2017,Overwatch,317627.56,427,38
4/1/2017,H1Z1,3.00E+05,25,1
4/1/2017,FIFA 17,242390.8,39,11
4/1/2017,StarCraft II,216992.34,121,60
4/1/2017,Gears of War 4,202000,60,5
4/1/2017,SMITE,165000,65,2
4/1/2017,Madden NFL 2017,154000,18,2
4/1/2017,Hearthstone,128320.05,100,11
4/1/2017,Pro Evolution Soccer 2017,120000,12,3
4/1/2017,Heroes of Newerth,116516.16,20,1
4/1/2017,Call of Duty: Infinite Warfare,104473.16,122,17
4/1/2017,Rocket League,103339.2,131,44
4/1/2017,World of Tanks,1.00E+05,30,1
4/1/2017,Vainglory,86500,84,6
4/1/2017,KartRider,76160.35,33,2
4/1/2017,Paladins,75478.83,60,3
4/1/2017,Street Fighter V,54726.67,34,8
4/1/2017,Super Smash Bros. Melee,51198.02,118,35
4/1/2017,Attack on Titan Tribute Game,50000,8,1
4/1/2017,Heroes of the Storm,26095.3,55,3
4/1/2017,Forza Motorsport 6,25000,12,1
4/1/2017,Super Smash Bros. for Wii U,22112.05,65,18
4/1/2017,WarCraft III,16944.39,33,18
4/1/2017,Team Fortress 2,16228.59,42,2
4/1/2017,Brawlhalla,15340.4,62,14
4/1/2017,World of WarCraft,12000,17,2
4/1/2017,Rainbow Six Siege,7959.24,15,1
4/1/2017,Chess.com,5501,21,4
4/1/2017,Age of Empires II,5105,24,3
4/1/2017,StarCraft: Brood War,5086.4,17,6
4/1/2017,TrackMania 2: Stadium,3841.16,10,3
4/1/2017,Rivals of Aether,2940,10,2
4/1/2017,Age of Empires,1980,18,4
4/1/2017,Gwent,1500,8,2
4/1/2017,Battlerite,1332.78,12,6
4/1/2017,Super Smash Bros. Brawl,1021.77,14,3
4/1/2017,CrossFire,869.42,20,1
4/1/2017,Super Smash Bros.,780,12,2
4/1/2017,Ultimate Marvel vs. Capcom 3,660,6,2
4/1/2017,Guilty Gear Xrd -REVELATOR-,507.94,9,3
4/1/2017,TrackMania 2: Canyon,318.36,3,1
4/1/2017,Project Cars,282.5,1,5
4/1/2017,Pokkén Tournament,250,5,2
4/1/2017,King of Fighters XIV,218.67,6,2
4/1/2017,Mortal Kombat XL,200,3,1
4/1/2017,Quake Live,106.09,5,4
4/1/2017,Yu-Gi-Oh! Duel Links,102.45,12,8
4/1/2017,NHL '94,96.2,4,2
4/1/2017,Project M,93.05,6,3
4/1/2017,BlazBlue: Central Fiction,80,3,1
4/1/2017,Street Fighter X Tekken,80,3,1
4/1/2017,Xonotic,52.96,9,1
4/1/2017,Street Fighter III: 3rd Strike,38.36,0,1
5/1/2017,League of Legends,1803844.98,195,9
5/1/2017,Heroes of the Storm,1502538.9,204,7
5/1/2017,Counter-Strike: Global Offensive,1116244.78,963,63
5/1/2017,Call of Duty: Infinite Warfare,746696.38,140,10
5/1/2017,FIFA 17,525587.13,51,7
5/1/2017,Dota 2,515118.41,240,13
5/1/2017,Madden NFL 2017,5.00E+05,32,1
5/1/2017,World of Tanks,3.00E+05,68,1
5/1/2017,Street Fighter V,294184.91,45,7
5/1/2017,Hearthstone,265317.42,56,8
5/1/2017,Attack on Titan Tribute Game,2.00E+05,18,8
5/1/2017,Rainbow Six Siege,188860.47,56,2
5/1/2017,Gwent,101294.04,23,9
5/1/2017,Gears of War 4,101000,40,3
5/1/2017,StarCraft II,93993.09,118,49
5/1/2017,Vainglory,88000,49,2
5/1/2017,Rocket League,78633.61,124,34
5/1/2017,Halo 5: Guardians,75000,50,1
5/1/2017,Overwatch,68135.63,255,24
5/1/2017,Super Smash Bros. for Wii U,44425.19,118,31
5/1/2017,Super Smash Bros. Melee,28557.36,93,23
5/1/2017,Injustice 2,24160,10,2
5/1/2017,Brawlhalla,18390,58,10
5/1/2017,World of WarCraft,18000,21,3
5/1/2017,Age of Empires,8360,40,2
5/1/2017,SMITE,7900,20,1
5/1/2017,Killer Instinct (2013),6690,8,1
5/1/2017,Wolfenstein: Enemy Territory,4493.3,23,2
5/1/2017,Battlerite,4146.59,22,5
5/1/2017,Project M,4065.25,14,2
5/1/2017,Skullgirls 2nd Encore,3500,8,1
5/1/2017,WarCraft III,3206.88,17,10
5/1/2017,Guilty Gear Xrd REV 2,3190,8,1
5/1/2017,King of Fighters XIV,2630,15,3
5/1/2017,StarCraft: Brood War,2085.7,10,7
5/1/2017,Tekken 7,1800,8,1
5/1/2017,Ultimate Marvel vs. Capcom 3,1640,14,3
5/1/2017,BlazBlue: Central Fiction,1610,15,3
5/1/2017,Mortal Kombat XL,1450,8,1
5/1/2017,Chess.com,1400,8,1
5/1/2017,Mystery Game Tournament,1280,8,1
5/1/2017,Super Street Fighter II Turbo,1270,12,2
5/1/2017,Vampire Savior,910,8,1
5/1/2017,Super Smash Bros.,887.31,4,1
5/1/2017,CrossFire,869.42,20,1
5/1/2017,Age of Empires II,800,4,2
5/1/2017,Soul Calibur II HD Online,650,8,1
5/1/2017,Capcom vs. SNK 2,470,3,1
5/1/2017,Guilty Gear Xrd -REVELATOR-,400,7,2
5/1/2017,Yu-Gi-Oh! Duel Links,388.61,22,11
5/1/2017,Project Cars,168.5,2,3
5/1/2017,Pokkén Tournament,80,3,1
5/1/2017,Quake Live,61.54,4,3
6/1/2017,Counter-Strike: Global Offensive,2424495.32,857,75
6/1/2017,Dota 2,876130.64,204,10
6/1/2017,CrossFire,498910.32,65,3
6/1/2017,StarCraft II,428338.92,149,49
6/1/2017,Pro Evolution Soccer 2017,350000,3,1
6/1/2017,Gears of War 4,3.00E+05,60,1
6/1/2017,Heroes of the Storm,250000,60,1
6/1/2017,Call of Duty: Infinite Warfare,237200,86,11
6/1/2017,Rocket League,210384.87,94,19
6/1/2017,League of Legends,207260.6,123,7
6/1/2017,Overwatch,198310.15,244,26
6/1/2017,Hearthstone,82579.63,70,9
6/1/2017,StarCraft: Brood War,65401.8,46,12
6/1/2017,Super Smash Bros. for Wii U,56459.96,80,20
6/1/2017,Street Fighter V,56436.66,28,5
6/1/2017,Halo 5: Guardians,50000,33,1
6/1/2017,Attack on Titan Tribute Game,45000,8,1
6/1/2017,Super Smash Bros. Melee,40121.8,63,17
6/1/2017,Injustice 2,24240,11,2
6/1/2017,FIFA 17,19322.9,4,2
6/1/2017,World of WarCraft,16000,22,3
6/1/2017,Clash Royale,15668.02,8,1
6/1/2017,Tekken 7,13247.02,14,4
6/1/2017,Pokkén Tournament,11320,19,3
6/1/2017,Project M,8120,31,4
6/1/2017,Killer Instinct (2013),5780,8,1
6/1/2017,Age of Empires II,4334.92,13,3
6/1/2017,Battlerite,3200,11,4
6/1/2017,WarCraft III,2779.13,22,12
6/1/2017,Super Smash Bros.,2170,20,3
6/1/2017,Guilty Gear Xrd REV 2,1590,10,2
6/1/2017,Gwent,1533.85,22,8
6/1/2017,Age of Empires III,1500,3,1
6/1/2017,Forza Motorsport 6,1500,1,1
6/1/2017,Ultimate Marvel vs. Capcom 3,1450,8,1
6/1/2017,Brawlhalla,1440,39,3
6/1/2017,Chess.com,1399.99,6,1
6/1/2017,King of Fighters XIV,780,11,2
6/1/2017,BlazBlue: Central Fiction,760,8,1
6/1/2017,Heroes of Newerth,530.45,0,1
6/1/2017,Mortal Kombat XL,400,2,1
6/1/2017,Paladins,250.88,9,1
6/1/2017,Quake Champions,191.44,7,2
6/1/2017,Super Smash Bros. Brawl,140,3,1
6/1/2017,Yu-Gi-Oh! Duel Links,83.63,6,3
6/1/2017,Quake Live,43.97,3,2
7/1/2017,Counter-Strike: Global Offensive,1892654.36,988,86
7/1/2017,Overwatch,822189.13,497,25
7/1/2017,Call of Duty: Infinite Warfare,778850,145,12
7/1/2017,Dota 2,568000.28,243,11
7/1/2017,League of Legends,369124.31,417,18
7/1/2017,Hearthstone,357510.65,90,10
7/1/2017,FIFA Online 3,329000,43,1
7/1/2017,Heroes of the Storm,257039,118,6
7/1/2017,H1Z1,219550,34,2
7/1/2017,StarCraft II,201682.8,172,66
7/1/2017,Halo 5: Guardians,2.00E+05,57,1
7/1/2017,SMITE,2.00E+05,58,2
7/1/2017,Rocket League,136834.22,58,15
7/1/2017,Clash Royale,106712.64,20,2
7/1/2017,Paladins,1.00E+05,39,1
7/1/2017,Street Fighter V,81287.01,18,3
7/1/2017,Injustice 2,61300,16,2
7/1/2017,World of WarCraft,60000,38,4
7/1/2017,Super Smash Bros. Melee,53521.28,96,25
7/1/2017,Super Smash Bros. for Wii U,48314.17,98,23
7/1/2017,Tekken 7,42916,20,4
7/1/2017,Old School Runescape,25000,2,1
7/1/2017,Guilty Gear Xrd REV 2,18170,8,1
7/1/2017,King of Fighters XIV,17740,8,1
7/1/2017,BlazBlue: Central Fiction,15000,8,1
7/1/2017,Brawlhalla,14190,51,9
7/1/2017,Heavy Metal Machines,12339.33,35,1
7/1/2017,WarCraft III,7913.74,19,16
7/1/2017,Hand of the Gods,7700,7,2
7/1/2017,CrossFire,7662,46,2
7/1/2017,Ultimate Marvel vs. Capcom 3,6520,8,1
7/1/2017,Company of Heroes 2,3556.22,8,1
7/1/2017,Quake Champions,3553.7,15,14
7/1/2017,Pokkén Tournament,3320,3,1
7/1/2017,Project Cars,2925,8,1
7/1/2017,TrackMania 2: Stadium,2600.43,8,4
7/1/2017,Vainglory,2400,6,1
7/1/2017,Gwent,1773.08,21,8
7/1/2017,Chess.com,1400,9,1
7/1/2017,StarCraft: Brood War,1250,11,4
7/1/2017,ARMS,1135,13,3
7/1/2017,Battlerite,1000,12,1
7/1/2017,Super Smash Bros.,651.46,8,1
7/1/2017,Yu-Gi-Oh! Duel Links,542.43,9,3
7/1/2017,Super Smash Bros. Brawl,426.26,8,1
7/1/2017,Street Fighter X Tekken,400,3,1
7/1/2017,Age of Empires II,387,8,2
7/1/2017,Team Fortress 2,211.53,12,1
7/1/2017,Xonotic,143.32,11,1
8/1/2017,Dota 2,24824809.87,209,15
8/1/2017,Call of Duty: Infinite Warfare,1525400,131,2
8/1/2017,Quake Champions,1010259.18,65,10
8/1/2017,League of Legends,801587.34,526,26
8/1/2017,Counter-Strike: Global Offensive,435758.74,1324,99
8/1/2017,PLAYERUNKNOWN’S BATTLEGROUNDS,349000,34,4
8/1/2017,Hearthstone,347849.16,210,8
8/1/2017,FIFA 17,299443.43,31,5
8/1/2017,StarCraft II,208699.04,136,73
8/1/2017,Heroes of the Storm,200083.27,81,4
8/1/2017,Rainbow Six Siege,184519.25,63,4
8/1/2017,Overwatch,177033.63,220,22
8/1/2017,World of WarCraft,140000,30,2
8/1/2017,Rocket League,124901.04,95,11
8/1/2017,Injustice 2,81780,21,5
8/1/2017,Super Smash Bros. Melee,53828.73,87,17
8/1/2017,Pokémon VGC,51500,16,1
8/1/2017,Super Smash Bros. for Wii U,46419.35,91,21
8/1/2017,Old School Runescape,45000,32,4
8/1/2017,Street Fighter V,37237.06,25,6
8/1/2017,CrossFire,30514.61,45,2
8/1/2017,Tekken 7,29610,22,5
8/1/2017,Team Fortress 2,28085.54,93,5
8/1/2017,Gwent,26640,26,7
8/1/2017,Project Cars,23400,21,2
8/1/2017,Pokkén Tournament,20455,16,4
8/1/2017,WarCraft III,17742.83,24,9
8/1/2017,Paladins,16900,53,3
8/1/2017,Age of Empires,15840.21,34,7
8/1/2017,StarCraft: Brood War,11587.6,18,5
8/1/2017,Brawlhalla,11120,55,7
8/1/2017,Critical Ops,10000,0,1
8/1/2017,Quake II,10000,3,1
8/1/2017,Quake Live,10000,12,1
8/1/2017,Doom (2016),7000,6,1
8/1/2017,Age of Empires II,5800,4,1
8/1/2017,QuakeWorld,5000,3,1
8/1/2017,Rage,5000,3,1
8/1/2017,The Elder Scrolls: Legends,5000,3,1
8/1/2017,Super Smash Bros.,4660,44,6
8/1/2017,Project M,4029,19,2
8/1/2017,Super Smash Bros. Brawl,2160,14,2
8/1/2017,Chess.com,1400,7,1
8/1/2017,BlazBlue: Central Fiction,780,3,1
8/1/2017,Guilty Gear Xrd REV 2,610,5,2
8/1/2017,Ultimate Marvel vs. Capcom 3,560,6,2
8/1/2017,Under Night In-Birth EXE: Late[st],540,6,2
8/1/2017,Vampire Savior,530,3,1
8/1/2017,TrackMania 2: Stadium,500,3,1
8/1/2017,iRacing.com,444,5,1
8/1/2017,Dead or Alive 5: Last Round,430,6,2
8/1/2017,King of Fighters XIV,320,3,1
8/1/2017,Splatoon 2,300,0,1
8/1/2017,Soul Calibur V,210,3,1
8/1/2017,Killer Instinct (2013),130,2,1
8/1/2017,Yu-Gi-Oh! Duel Links,80.68,6,3
8/1/2017,ARMS,66,2,1
9/1/2017,Counter-Strike: Global Offensive,1473880.64,1045,94
9/1/2017,League of Legends,1203578.05,310,17
9/1/2017,StarCraft II,359142.23,109,52
9/1/2017,Heroes of the Storm,241921.72,114,7
9/1/2017,Injustice 2,230874.6,22,5
9/1/2017,Overwatch,182938.46,154,13
9/1/2017,Street Fighter V,172637.82,55,9
9/1/2017,Blade & Soul,149772,24,1
9/1/2017,Dota 2,106255.52,130,12
9/1/2017,World of WarCraft,1.00E+05,20,1
9/1/2017,Hearthstone,95702.47,79,8
9/1/2017,Rocket League,85796.87,75,13
9/1/2017,Halo 5: Guardians,75000,54,2
9/1/2017,Tekken 7,34623.08,32,6
9/1/2017,Super Smash Bros. for Wii U,30371.36,90,19
9/1/2017,Super Smash Bros. Melee,28843.64,65,17
9/1/2017,Rainbow Six Siege,21654.81,60,2
9/1/2017,Paladins,16667.75,59,4
9/1/2017,iRacing.com,13000,12,1
9/1/2017,Quake Champions,12164.38,26,8
9/1/2017,Hand of the Gods,12100,24,11
9/1/2017,Gwent,11983.54,87,17
9/1/2017,Point Blank,11570,20,2
9/1/2017,Attack on Titan Tribute Game,10000,8,1
9/1/2017,Old School Runescape,10000,1,1
9/1/2017,Pokémon VGC,10000,16,2
9/1/2017,FIFA 17,7545.61,10,5
9/1/2017,WarCraft III,6640.39,16,17
9/1/2017,CrossFire,6000,15,1
9/1/2017,StarCraft: Brood War,5259.4,8,2
9/1/2017,Guilty Gear Xrd REV 2,5210,15,3
9/1/2017,BlazBlue: Central Fiction,4350,15,3
9/1/2017,Under Night In-Birth EXE: Late[st],2970,15,3
9/1/2017,Marvel vs. Capcom: Infinite,2930,11,2
9/1/2017,Age of Empires II,2602.48,7,4
9/1/2017,Yu-Gi-Oh! Duel Links,1798.43,22,9
9/1/2017,osu!,1620,181,1
9/1/2017,Pokkén Tournament DX,1340,4,1
9/1/2017,Chess.com,1299.99,5,1
9/1/2017,Super Street Fighter II Turbo,930,3,1
9/1/2017,Skullgirls 2nd Encore,680,8,1
9/1/2017,TrackMania 2: Stadium,679.25,6,2
9/1/2017,King of Fighters XIV,550,6,2
9/1/2017,Melty Blood: Actress Again Current Code,520,8,1
9/1/2017,Gears of War 4,500,5,1
9/1/2017,Age of Empires III,450,9,2
9/1/2017,Project M,376.82,9,2
9/1/2017,Call of Duty: Infinite Warfare,368.55,4,1
9/1/2017,Guilty Gear XX Accent Core Plus R,340,3,1
9/1/2017,Persona 4 Arena Ultimax,300,3,1
9/1/2017,Gundam Versus,280,6,1
9/1/2017,Dengeki Bunko: Fighting Climax Ignition,270,3,1
9/1/2017,Killer Instinct (2013),250,3,1
9/1/2017,Puyo Puyo Tetris,240,3,1
9/1/2017,Catherine,230,3,1
9/1/2017,Arcana Heart 3: LOVE MAX!!!!!,200,3,1
9/1/2017,Koihime Enbu,190,3,1
9/1/2017,Ultimate Marvel vs. Capcom 3,165,3,1
9/1/2017,Chaos Code: New Sign of Catastrophe,140,3,1
9/1/2017,Dead or Alive 5: Last Round,30,3,1
10/1/2017,Counter-Strike: Global Offensive,2379387.47,795,78
10/1/2017,Dota 2,1968346.47,306,22
10/1/2017,Heroes of the Storm,1275000,120,3
10/1/2017,Overwatch,1133563.8,398,19
10/1/2017,H1Z1,482000,31,3
10/1/2017,Hearthstone,299704.49,84,11
10/1/2017,Rocket League,279798.48,147,17
10/1/2017,Clash Royale,200250,24,1
10/1/2017,Halo 5: Guardians,2.00E+05,48,1
10/1/2017,Point Blank,110000,68,2
10/1/2017,Street Fighter V,106490,38,7
10/1/2017,CrossFire,103621.12,83,11
10/1/2017,World of WarCraft,1.00E+05,37,1
10/1/2017,Super Smash Bros. Melee,85600,111,22
10/1/2017,Super Smash Bros. for Wii U,79258.13,100,22
10/1/2017,Tekken 7,76060,63,9
10/1/2017,Quake Champions,75820.04,23,4
10/1/2017,StarCraft II,57524.98,85,48
10/1/2017,iRacing.com,32000,10,2
10/1/2017,League of Legends,21632.34,139,11
10/1/2017,Gwent,19187.39,61,13
10/1/2017,Paladins,17766.42,78,4
10/1/2017,Rainbow Six Siege,15858.64,50,3
10/1/2017,Hand of the Gods,14600,23,12
10/1/2017,Pokémon VGC,13000,14,3
10/1/2017,Pokkén Tournament DX,4809,13,3
10/1/2017,Project M,4640,30,4
10/1/2017,Age of Empires II,4565.42,69,6
10/1/2017,Yu-Gi-Oh! Duel Links,3616.26,33,14
10/1/2017,Street Fighter III: 3rd Strike,2920,3,1
10/1/2017,WarCraft III,2750.93,20,19
10/1/2017,Battlefield 4,2305.53,20,1
10/1/2017,Call of Duty: Infinite Warfare,1821.1,16,1
10/1/2017,TrackMania 2: Stadium,1587.12,12,4
10/1/2017,Clash of Clans,1576.87,2,1
10/1/2017,Call of Duty: Modern Warfare 2,1500,4,1
10/1/2017,Tetris,1500,2,1
10/1/2017,Dead or Alive 5: Last Round,1420,6,2
10/1/2017,Chess.com,1399.99,7,1
10/1/2017,StarCraft: Brood War,1252.14,2,2
10/1/2017,Injustice 2,1130,9,3
10/1/2017,Age of Empires III,1000,8,1
10/1/2017,Marvel vs. Capcom: Infinite,990,3,1
10/1/2017,Team Fortress 2,590.8,12,1
10/1/2017,Age of Empires Online,500,8,1
10/1/2017,Guilty Gear Xrd REV 2,410,3,1
10/1/2017,BlazBlue: Central Fiction,390,6,2
10/1/2017,Super Street Fighter II Turbo,290,3,1
10/1/2017,Under Night In-Birth EXE: Late[st],280,6,2
10/1/2017,ARMS,261,3,2
10/1/2017,Ultimate Marvel vs. Capcom 3,250,3,1
10/1/2017,Ultra Street Fighter IV,250,3,1
10/1/2017,Mortal Kombat XL,240,3,1
10/1/2017,Pokkén Tournament,200,1,1
10/1/2017,Killer Instinct (2013),190,3,1
10/1/2017,King of Fighters XIV,170,3,1
10/1/2017,Super Smash Bros.,150,8,1
10/1/2017,Soul Calibur V,120,2,1
10/1/2017,Windjammers,100,3,1
10/1/2017,Super Smash Bros. Brawl,80,2,1
11/1/2017,League of Legends,5148195.47,389,20
11/1/2017,Counter-Strike: Global Offensive,2039880.48,996,87
11/1/2017,Dota 2,1184832.4,306,19
11/1/2017,Heroes of the Storm,1041000,161,2
11/1/2017,StarCraft II,829619.41,126,51
11/1/2017,Arena of Valor,538592,70,5
11/1/2017,PLAYERUNKNOWN’S BATTLEGROUNDS,486850,82,6
11/1/2017,World of WarCraft,280000,48,1
11/1/2017,Injustice 2,250000,16,1
11/1/2017,Rainbow Six Siege,214017.35,103,4
11/1/2017,Hearthstone,184390.21,96,13
11/1/2017,StarCraft: Brood War,176882.44,39,8
11/1/2017,Rocket League,171613.39,102,13
11/1/2017,Overwatch,153068.66,188,16
11/1/2017,Clash Royale,132414.84,21,3
11/1/2017,Super Smash Bros. Melee,103602.5,31,8
11/1/2017,Brawlhalla,100600,43,4
11/1/2017,Tekken 7,94225,27,5
11/1/2017,Street Fighter V,60200,18,3
11/1/2017,Gears of War 4,60000,46,3
11/1/2017,Pokémon VGC,33500,40,2
11/1/2017,Age of Empires II,32071.43,58,5
11/1/2017,Call of Duty: World War II,31854.31,56,14
11/1/2017,WarCraft III,30310.54,34,21
11/1/2017,World of Tanks Blitz,30000,14,1
11/1/2017,Quake Champions,29363.57,78,17
11/1/2017,Gwent,28020.72,66,16
11/1/2017,Attack on Titan Tribute Game,25000,8,1
11/1/2017,Paladins,17500,85,3
11/1/2017,FIFA 18,15785.15,9,3
11/1/2017,Madden NFL 2018,15676.62,8,1
11/1/2017,Super Smash Bros. for Wii U,13945.3,34,11
11/1/2017,Hand of the Gods,9500,17,7
11/1/2017,Team Fortress 2,7933.45,33,3
11/1/2017,rFactor 2,4694.66,30,1
11/1/2017,Splatoon 2,3125,0,2
11/1/2017,CrossFire,2390.91,15,6
11/1/2017,Project M,2271.5,11,2
11/1/2017,Yu-Gi-Oh! Duel Links,1719.75,25,9
11/1/2017,Chess.com,1400,5,1
11/1/2017,TrackMania 2: Stadium,1173.53,3,1
11/1/2017,Call of Duty 2,1073.91,6,1
11/1/2017,ARMS,695,9,4
11/1/2017,Marvel vs. Capcom: Infinite,200,3,1
11/1/2017,Pokkén Tournament DX,100,3,1
11/1/2017,Windjammers,100,3,1
12/1/2017,Counter-Strike: Global Offensive,2588449.65,1699,116
12/1/2017,Dota 2,1881980.92,262,15
12/1/2017,CrossFire,852716.94,46,7
12/1/2017,Hearthstone,685444.05,98,12
12/1/2017,Clash Royale,416450.84,22,2
12/1/2017,Street Fighter V,413677.5,51,2
12/1/2017,Quake Champions,351500,82,17
12/1/2017,League of Legends,332063.58,343,22
12/1/2017,Gears of War 4,3.00E+05,60,1
12/1/2017,Heroes of the Storm,3.00E+05,40,1
12/1/2017,World of Tanks,3.00E+05,56,1
12/1/2017,H1Z1,250000,33,2
12/1/2017,Call of Duty: World War II,239500,44,9
12/1/2017,Rocket League,208924.39,86,10
12/1/2017,Arena of Valor,178260,52,2
12/1/2017,PLAYERUNKNOWN’S BATTLEGROUNDS,171953.6,99,4
12/1/2017,Shadowverse,120000,24,1
12/1/2017,Gwent,110856.36,46,10
12/1/2017,StarCraft II,80338.74,102,46
12/1/2017,Super Smash Bros. for Wii U,56951.81,66,17
12/1/2017,Attack on Titan Tribute Game,50000,32,1
12/1/2017,StarCraft: Brood War,39047.26,16,5
12/1/2017,WarCraft III,35763.21,38,27
12/1/2017,Tekken 7,33455,12,3
12/1/2017,Old School Runescape,32000,3,1
12/1/2017,Marvel vs. Capcom: Infinite,30000,3,1
12/1/2017,FIFA 18,28760.4,22,5
12/1/2017,Rainbow Six Siege,28452.72,60,3
12/1/2017,Super Smash Bros. Melee,27548.49,53,10
12/1/2017,Overwatch,24845.39,58,7
12/1/2017,Team Fortress 2,18000,66,3
12/1/2017,Paladins,10500,68,2
12/1/2017,Madden NFL 2018,5000,1,1
12/1/2017,Pokémon VGC,5000,8,1
12/1/2017,Yu-Gi-Oh! Duel Links,4970.49,30,19
12/1/2017,Age of Empires II,4614.18,15,5
12/1/2017,osu!,4320,255,1
12/1/2017,Power Rangers: Legacy Wars,4178.55,2,1
12/1/2017,iRacing.com,3000,3,3
12/1/2017,Chess.com,2801,14,2
12/1/2017,ARMS,1100.1,9,3
12/1/2017,Lichess,1100,8,2
12/1/2017,TrackMania 2: Stadium,692.57,17,3
12/1/2017,Hand of the Gods,500,5,2
12/1/2017,Battlerite,300,3,1
12/1/2017,Brawlhalla,27.3,3,1
1/1/2018,Dota 2,1429929.6,216,11
1/1/2018,Counter-Strike: Global Offensive,1348379.44,558,48
1/1/2018,Hearthstone,1109486.78,76,11
1/1/2018,SMITE,785000,50,1
1/1/2018,Call of Duty: World War II,208970,49,7
1/1/2018,FIFA 18,2.00E+05,42,3
1/1/2018,Gears of War 4,2.00E+05,60,1
1/1/2018,League of Legends,197560.6,80,9
1/1/2018,StarCraft II,192655.92,106,39
1/1/2018,Paladins,170000,61,1
1/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,111032.72,81,6
1/1/2018,Rocket League,52874.03,49,10
1/1/2018,Chess.com,51399.98,23,2
1/1/2018,Hand of the Gods,50000,13,1
1/1/2018,Super Smash Bros. Melee,29067.35,53,7
1/1/2018,Gwent,25058.13,10,3
1/1/2018,Super Smash Bros. for Wii U,24862.03,55,11
1/1/2018,Pokémon VGC,16000,24,2
1/1/2018,Tekken 7,13300,15,4
1/1/2018,Street Fighter V: Arcade Edition,12100,16,2
1/1/2018,Rainbow Six Siege,9745.14,63,7
1/1/2018,Yu-Gi-Oh! Duel Links,7899.1,78,34
1/1/2018,WarCraft III,5401.82,17,18
1/1/2018,StarCraft: Brood War,4682.6,12,2
1/1/2018,Guilty Gear Xrd REV 2,4060,11,2
1/1/2018,Project M,3440,9,2
1/1/2018,Overwatch,2297.01,50,8
1/1/2018,CrossFire,2282.23,24,5
1/1/2018,Halo 5: Guardians,2250,16,3
1/1/2018,Quake Champions,2084.39,7,2
1/1/2018,Marvel vs. Capcom: Infinite,1900,8,1
1/1/2018,Super Smash Bros.,1880,10,2
1/1/2018,Lichess,1500,5,1
1/1/2018,Age of Empires II,1475,14,5
1/1/2018,Mystery Game Tournament,1280,8,1
1/1/2018,TrackMania 2: Stadium,1184.47,10,2
1/1/2018,BlazBlue: Central Fiction,1040,8,1
1/1/2018,ARMS,1000,8,1
1/1/2018,Ultimate Marvel vs. Capcom 3,920,3,1
1/1/2018,Skullgirls 2nd Encore,891,3,1
1/1/2018,Under Night In-Birth EXE: Late[st],790,8,1
1/1/2018,Battlerite,750,9,1
1/1/2018,Injustice 2,740,8,1
1/1/2018,Pokkén Tournament DX,530,4,2
1/1/2018,Street Fighter III: 3rd Strike,520,3,1
1/1/2018,Super Street Fighter II Turbo,480,3,1
1/1/2018,Vampire Savior,440,3,1
1/1/2018,King of Fighters XIV,400,3,1
1/1/2018,Ultra Street Fighter IV,400,3,1
1/1/2018,Killer Instinct (2013),380,3,1
1/1/2018,Melty Blood: Actress Again Current Code,350,3,1
1/1/2018,Guilty Gear XX Accent Core Plus R,340,3,1
1/1/2018,Puyo Puyo Tetris,320,3,1
1/1/2018,Arcana Heart 3: Love Max Six Stars!!!!!,250,3,1
1/1/2018,Divekick,250,3,1
1/1/2018,Catherine,240,3,1
1/1/2018,Tatsunoko vs. Capcom: Ultimate All-Stars,230,3,1
1/1/2018,Xonotic,130.48,18,1
1/1/2018,Team Fortress 2,95.08,6,1
1/1/2018,Age of Empires,50,1,1
1/1/2018,Brawlhalla,15.6,2,1
1/1/2018,World of Tanks Blitz,0,0,1
2/1/2018,Dota 2,1470636.47,192,9
2/1/2018,Counter-Strike: Global Offensive,891283.48,529,52
