id,Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update,Reading Link
310,Firebrand,Jessica Chobot& Erika Lewis / Claudia Aguirre,"3,03,754",Supernatural,8.92,165.4K,"Natali Presano never fit into her father's perfectly human world: politically ambitious, he turned his back on her just when she needed him most. Losing her mother to tragedy as a young child, Natali fled the safety of home into the arms of her aunt Selena, the mysterious guardian of a magical order waging a centuries-old war for survival in the mountains of Spain. 
  
 Natali, now in her 20s, has followed in her aunt's footsteps, becoming a powerful but rebellious witch in her own right. Returning to Seattle, she finds herself caught between a cruel modern world and the ancient evil threatening to destroy it.",COMPLETED,https://www.webtoons.com/en/supernatural/firebrand/list?title_no=877
311,Knight Run,Sungmin Kim,"1,54,621",Sci-fi,9.31,88.5K,"If you could be teleported down to the planet's surface, will you fight against aliens to save the last human beings? Now, here are the heroes, Class S, who fight against aliens with AB swords to protect you.",COMPLETED,https://www.webtoons.com/en/sf/knight-run/list?title_no=67
312,Magician,Serae Kim,2.2M,Fantasy,9.68,186K,"Iremy and Enz follow the Ethermask around the world looking for a lost magic. They make friends, defeat enemies, and uncloak the mystery of the Ethermask's immortality along the way.",COMPLETED,https://www.webtoons.com/en/fantasy/magician/list?title_no=70
313,Spirits,Joseph Grabowski / Colin Lawler,"1,57,755",Fantasy,9.17,56.9K,"Spirits are the living essence of the natural world. They have existed since the dawn of time. Here, on earth, they are all around us, but we cannot see them.
 
 Well, most of us.",COMPLETED,https://www.webtoons.com/en/fantasy/spirits-re/list?title_no=1348
314,Aura from Another Planet,Kyusam Kim,"2,64,872",Comedy,9.24,50.8K,"Aura is a certified buff spell caster from Planet Leviathan that came to earth by a portal accident. She attends school on earth as a way of adapting, and never fails to find friends, old alien frenemies, and troubles with her buff spells.",COMPLETED,https://www.webtoons.com/en/comedy/aura-from-another-planet/list?title_no=369
315,Inarime,Maria Riccio / Tommaso Bennato,"1,16,737",Superhero,8.85,99.6K,"Ancient Gods and new battles; the unborn Typhon's seventh daughter and her incredible adventures trying to understand who she is and why the Gods of Olympus are so hostile toward human beings. Warn you to believe at who says that they're just ""myths"", they are more real than what you think, and they are among us.",COMPLETED,https://www.webtoons.com/en/super-hero/inarime/list?title_no=675
316,Cyberbunk,Bradley Mason / SCE,"1,36,252",Sci-fi,8.64,44K,"A couple of elves, a gnome and a construct walk into a barâ€¦ Ranial, Thame, Ian and Math, four strangers brought together by circumstance, set off on a satirical cybernetic adventure. In the wake of a war that has left their world a post-apocalyptic, cyberpunk, fantasy wasteland. Words and Letters by Sam Machado with Edison Rodgers, Art by Cynthia Sousa Machado (Theamat) and Edison Rodgers with Sam Machado. Created by Bradley Mason.",COMPLETED,https://www.webtoons.com/en/sf/cyberbunk/list?title_no=466
317,Acursian,John Barrowman / Carole Barrowman and Erika Lewis,"34,424",Supernatural,7.24,55.1K,"Starring John Barrowman, Acursian is a time-traveling magical journey set between 1745 and present day that follows Charlie Stewart, a dislikeable lawyer whose bloodline is cursed by the Gods after Charlie's ancestor, Prince Charles Edward Stewart, makes a deal with Bregon, the god of war. The exchange quickly backfires with Bregon stealing three talismans from his sisters, the goddesses of fate and time, and a battle soon ensues. Until the talismans are returned, the three sisters can no longer control fate and time, and Charles Edward Stewart and his descendants are cursed to lose everything on their 40th birthdays.",COMPLETED,https://www.webtoons.com/en/supernatural/acursian/list?title_no=1452
318,Unlucky is as Lucky does,M. Nires,2.7M,Comedy,9.67,238.9K,"An enemy from afar has threatened to kidnap the king's daughter. The king springs into action seeking the most elite members of his kingdom to protect her. Sounds like your average everyday fantasy tale. Except that it isn'tâ€¦ The king is overprotective, the queen can barely tolerate the king, the princess-in-distress is only 7 years old but is strong enough to beat up anyone in the kingdom, and the man or woman who must protect her? He doesn't have to be the strongest or the smartestâ€¦just the LUCKIEST person who ever lived. So yeah, what this tale lacks in tradition, it makes up for in sheer over-the-top lunacy!","UP EVERY WED, SAT",https://www.webtoons.com/en/comedy/unlucky-is-as-lucky-does/list?title_no=1554
319,Little Matcha Girl,mame Â´ï½¥Ï‰ï½¥`,1.2M,Fantasy,9.77,320.6K,"Poor Matilda. All she wants out of life is to be a RuneTube star , sharing her escapades with fellow adventurers from around the world. But when you're the granddaughter of a killer mafia boss, and necromancy is a family tradition, your life plans have a tendency to go awry.",UP EVERY TUESDAY,https://www.webtoons.com/en/fantasy/little-matcha-girl/list?title_no=1665
320,Deor,J.oori,2.2M,Fantasy,9.69,841.5K,"The young prince, Deor, is an outcast in his own land. Born without the ability to use magius , a rare condition that marks him as an incompetent , he relies on his intelligence and tenacity to prove wrong those who believe he is not fit for the crown. However, with deadly demons and conspiracies threatening the very existence of humanity, Deor must protect the very kingdom which ridiculed him. Will he be able to defeat the demons and secure his position as king?",UP EVERY SATURDAY,https://www.webtoons.com/en/fantasy/deor/list?title_no=1663
321,EMPYREA,OHKATES,2.8M,Fantasy,9.75,623.1K,"For centuries, twelve Guardians and the Knights who serve them have protected Mankind from the fearsome Keres, ancient creatures with a thirst for souls. However, a series of sudden and brutal attacks threatens the fragile peace between Realms. Now Hawk, a Knight who bows before no one, and Kira, a young inventor, find themselves in the eye of the storm and will have to rely on each other to navigate through decadent courts of intrigue and deceit...",UP EVERY MONDAY,https://www.webtoons.com/en/fantasy/empyrea/list?title_no=1407
322,Skye,Cynthia J.S.,"3,75,582",Fantasy,9.63,176K,"In a world where magic meets technology, an exceptional engineer comes across an unusual find. What was meant to be a simple trip to the junkyard has lead Skye to discovering a fully functioning robot! But while trying to help the robot find her original owner; secrets begin to unravel and Skye learns the truth behind her clouded past.",UP EVERY TUESDAY,https://www.webtoons.com/en/fantasy/skye/list?title_no=2234
323,The Red King,Heylenne,2.5M,Supernatural,9.76,802.7K,"Being young, rich and handsome doesn't always bring you happiness. Just ask Ivan, the black sheep of his family. If he wasn't busy drinking, partying and being a royal screw up, he could be building a career in his father's vast business. As if Ivan's volatile family dynamics couldn't get any worse, he accidentally helps a supernatural entity steal a secret that could sink his father's entire corporate empire.",UP EVERY THURSDAY,https://www.webtoons.com/en/supernatural/the-red-king/list?title_no=1687
324,Lalin's Curse,Isakytm,3M,Supernatural,9.87,784.3K,"David is what the supernatural crowd likes to call a ""true believer,"" a badge the teen wears proudly as he searches for the existence of all things scary and mysterious. When David, alongside his skeptical best friend Felix, are presented with proof that something terrifying may have landed right on their doorstep, the hunt for the Curse of Lalin is on - and life will never be the same again.",UP EVERY THURSDAY,https://www.webtoons.com/en/supernatural/lalins-curse/list?title_no=1601
325,Batman: Wayne FamilyAdventures,StarBite / CRC Payne,"3,06,464",Slice of life,9.7,533.4K,"Batman needs a break. But with new vigilante Duke Thomas moving into Wayne Manor and an endless supply of adopted, fostered, and biological superhero children to manage, Bruce Wayne is going to have his hands full. Being a father can't be harder than being Batman, right?",UP EVERY THURSDAY,https://www.webtoons.com/en/slice-of-life/batman-wayne-family-adventures/list?title_no=3180
326,Mage & Demon Queen,Color_LES,18M,Comedy,9.78,2.3M,"Adventurers seek to take the demon queen's head, but a love-struck young female mage wishes to take her hand. Join us won't you, for this bawdy tale of love and persistence set inside a real-life RPG.",UP EVERY THURSDAY,https://www.webtoons.com/en/comedy/mage-and-demon-queen/list?title_no=1438
327,My Giant Nerd Boyfriend,fishball,50.6M,Slice of life,9.73,2.1M,"Having a boyfriend who's a full foot taller than you might seem adorable at first, but it usually just ends up causing a whole bunch of minor inconveniences. Follow Fishball as she navigates the Malaysian life with her 6'5"" geeky boyfriend.","UP EVERY MON, WED, FRI",https://www.webtoons.com/en/slice-of-life/my-giant-nerd-boyfriend/list?title_no=958
328,Rooftops & Roommates,Zaanart,1.5M,Comedy,9.43,380.2K,"Jeb is an architecture major at university, rooming with his best friend Todd. There's just one problem... Jeb's secretly a gargoyle! Between studying, partying, and a bad ghost problem, will Jeb be able to keep his true identity a secret?","UP EVERY MON, FRI",https://www.webtoons.com/en/comedy/rooftops-and-roommates/list?title_no=2576
329,Your Smile is a Trap,Momozerii,"1,57,109",Romance,9.79,788.3K,"Ex-idol trainee Kiyu has lived his whole life adored by everyone for his good looks. But he dreams of ordinary high school life, so when he puts on glasses to blend in with his peers, he finds that making friends is a lot harder when you don't have your looks to fall back on. Not to mention he's also socially awkward, his new seatmate has a permanent scowl on her face, and his fans have tracked him down at his new school.",UP EVERY MONDAY,https://www.webtoons.com/en/comedy/high-class-homos/list?title_no=2723
330,High Class Homos,AENGO,4.1M,Comedy,9.32,151.6K,"Princess Sapphia of Mytilene is not into princes. So, when her parents start putting the heat on her to get hitched, she enlists the help of her equally gay best friend, Prince August of Phthia. But will these two royals be able to pull off a convincing sham marriage? More importantly, will Sapphia ever land a date with the castle maids? Follow these high class homos as they navigate life, love, and (occasionally) their actual jobs.","UP EVERY THU, SUN",https://www.webtoons.com/en/romance/your-smile-is-a-trap/list?title_no=2052
